seed_title,jittered_title,onet_code,onet_name
QA Engineer,QA (Quality Assurance) Engineer,15-1253.00,QA Testers
QA Engineer,QA Engineer - Startup,15-1253.00,QA Testers
QA Engineer,Quality Control Engineer,15-1253.00,QA Testers
QA Engineer,QA Engineer - Financial Sector,15-1253.00,QA Testers
QA Engineer,QA Engineer - SaaS Platform,15-1253.00,QA Testers
QA Engineer,QA Engineer - Frontend Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Backend APIs,15-1253.00,QA Testers
QA Engineer,QA Engineer (Contract),15-1253.00,QA Testers
QA Engineer,QA Engineer - Full Stack Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Cloud Services,15-1253.00,QA Testers
QA Engineer,Entry Level QA Engineer,15-1253.00,QA Testers
QA Engineer,QA Engineer - JavaScript,15-1253.00,QA Testers
QA Engineer,Quality Assurance Specialist,15-1253.00,QA Testers
QA Engineer,QA Engineer - DevOps,15-1253.00,QA Testers
QA Engineer,QA Engineer - IoT Devices,15-1253.00,QA Testers
QA Engineer,QA Engineer - Gaming Industry,15-1253.00,QA Testers
QA Engineer,Automation QA Engineer,15-1253.00,QA Testers
QA Engineer,QA Engineer - Test Lead,15-1253.00,QA Testers
QA Engineer,QA Engineer (C++),15-1253.00,QA Testers
QA Engineer,QA Engineer - Continuous Integration,15-1253.00,QA Testers
QA Engineer,QA Engineer - Ecommerce,15-1253.00,QA Testers
QA Engineer,QA Engineer - Telecom Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Regression Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Security Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer (SQL),15-1253.00,QA Testers
QA Engineer,QA Engineer - Data Validation,15-1253.00,QA Testers
QA Engineer,QA Engineer - Middleware,15-1253.00,QA Testers
QA Engineer,QA Engineer - Retail,15-1253.00,QA Testers
QA Engineer,QA Engineer (Onsite),15-1253.00,QA Testers
QA Engineer,QA Engineer - ERP Systems,15-1253.00,QA Testers
QA Engineer,QA Engineer - Machine Learning,15-1253.00,QA Testers
QA Engineer,QA Engineer - Test Automation,15-1253.00,QA Testers
QA Engineer,QA Engineer - Cloud Automation,15-1253.00,QA Testers
QA Engineer,QA Engineer - API Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Start-up Environment,15-1253.00,QA Testers
QA Engineer,QA Engineer - Cloud Native Apps,15-1253.00,QA Testers
QA Engineer,Experienced QA Engineer,15-1253.00,QA Testers
QA Engineer,QA Engineer - Documentation,15-1253.00,QA Testers
QA Engineer,QA Engineer - Telecom Protocols,15-1253.00,QA Testers
QA Engineer,QA Engineer - Agile & Scrum,15-1253.00,QA Testers
QA Engineer,QA Engineer - Cross Browser Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Functional Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - UI Automation,15-1253.00,QA Testers
QA Engineer,QA Engineer (Remote Friendly),15-1253.00,QA Testers
QA Engineer,QA Engineer - SAP Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Network Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Mobile Automation,15-1253.00,QA Testers
QA Engineer,QA Engineer - Video Streaming,15-1253.00,QA Testers
QA Engineer,QA Engineer - Banking & Finance,15-1253.00,QA Testers
QA Engineer,QA Engineer - Healthcare Compliance,15-1253.00,QA Testers
QA Engineer,QA Engineer - Python Automation,15-1253.00,QA Testers
QA Engineer,QA Engineer - Unix/Linux,15-1253.00,QA Testers
QA Engineer,QA Engineer - SaaS QA,15-1253.00,QA Testers
QA Engineer,QA Engineer - Embedded QA,15-1253.00,QA Testers
QA Engineer,QA Engineer - Testing Frameworks,15-1253.00,QA Testers
QA Engineer,QA Engineer - Web Performance,15-1253.00,QA Testers
QA Engineer,QA Engineer - Scrum Team,15-1253.00,QA Testers
QA Engineer,QA Engineer - Test Strategy,15-1253.00,QA Testers
QA Engineer,QA Engineer - Release Management,15-1253.00,QA Testers
QA Engineer,QA Engineer - Test Data Management,15-1253.00,QA Testers
QA Engineer,QA Engineer - Test Case Design,15-1253.00,QA Testers
QA Engineer,QA Engineer - Risk Analysis,15-1253.00,QA Testers
QA Engineer,QA Engineer - QA Automation Lead,15-1253.00,QA Testers
QA Engineer,QA Engineer - Manual QA,15-1253.00,QA Testers
QA Engineer,QA Engineer - Cloud Security,15-1253.00,QA Testers
QA Engineer,QA Engineer (Hybrid Role),15-1253.00,QA Testers
QA Engineer,Software Test Engineer - QA,15-1253.00,QA Testers
QA Engineer,QA Engineer - UI/UX Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Continuous Delivery,15-1253.00,QA Testers
QA Engineer,QA Engineer - Defect Management,15-1253.00,QA Testers
QA Engineer,QA Engineer - Quality Processes,15-1253.00,QA Testers
QA Engineer,QA Engineer - Cross Functional,15-1253.00,QA Testers
QA Engineer,QA Engineer - Test Tools,15-1253.00,QA Testers
QA Engineer,QA Engineer - Big Data Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer - Microservices Testing,15-1253.00,QA Testers
QA Engineer,QA Engineer (Entry-level),15-1253.00,QA Testers
QA Engineer,QA Engineer - Hybrid Mobile Apps,15-1253.00,QA Testers
QA Engineer,QA Engineer - Test Automation Engineer,15-1253.00,QA Testers
IT Support Specialist,IT Support Technician,15-1232.00,IT Support Specialists
IT Support Specialist,Technical Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Help Desk Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Analyst,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Engineer,15-1232.00,IT Support Specialists
IT Support Specialist,Information Technology Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,Technical Support Engineer,15-1232.00,IT Support Specialists
IT Support Specialist,IT Service Desk Analyst,15-1232.00,IT Support Specialists
IT Support Specialist,Desktop Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,Help Desk Support Technician,15-1232.00,IT Support Specialists
IT Support Specialist,IT Customer Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Field Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Associate,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Coordinator,15-1232.00,IT Support Specialists
IT Support Specialist,IT Systems Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Technician II,15-1232.00,IT Support Specialists
IT Support Specialist,Senior IT Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Remote,15-1232.00,IT Support Specialists
IT Support Specialist,IT Infrastructure Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Administrator,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Team Member,15-1232.00,IT Support Specialists
IT Support Specialist,Junior IT Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Desk Analyst,15-1232.00,IT Support Specialists
IT Support Specialist,IT Incident Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist (Level 2),15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - NYC,15-1232.00,IT Support Specialists
IT Support Specialist,IT Technical Support Analyst,15-1232.00,IT Support Specialists
IT Support Specialist,IT Help Desk Technician,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Contract,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Helpdesk Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Officer,15-1232.00,IT Support Specialists
IT Support Specialist,IT Service Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist Level 1,15-1232.00,IT Support Specialists
IT Support Specialist,IT End User Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Desktop Support Technician,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Healthcare,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Lead,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Part Time,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Engineer II,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Onsite,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Desk Technician,15-1232.00,IT Support Specialists
IT Support Specialist,"IT Support Specialist, Government",15-1232.00,IT Support Specialists
IT Support Specialist,IT Support and Maintenance Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist (Permanent),15-1232.00,IT Support Specialists
IT Support Specialist,Global IT Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Analyst - Remote,15-1232.00,IT Support Specialists
IT Support Specialist,IT Hardware Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist (Hybrid),15-1232.00,IT Support Specialists
IT Support Specialist,Technical IT Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Tier 1,15-1232.00,IT Support Specialists
IT Support Specialist,IT Systems Support Technician,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Education Sector,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Senior,15-1232.00,IT Support Specialists
IT Support Specialist,IT Technical Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Associate - Remote,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - New York,15-1232.00,IT Support Specialists
IT Support Specialist,IT Software Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Technician - Level 1,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Contract Role,15-1232.00,IT Support Specialists
IT Support Specialist,IT Network Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Night Shift,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Level 3,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist (Entry Level),15-1232.00,IT Support Specialists
IT Support Specialist,IT Solutions Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Finance,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - EU Location,15-1232.00,IT Support Specialists
IT Support Specialist,IT Service Desk Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Freelance,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist II,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - London,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist with Bonus,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Helpdesk Analyst,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Asia,15-1232.00,IT Support Specialists
IT Support Specialist,IT Technical Support Technician,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Software,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Remote USA,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Government Contract,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist Level II,15-1232.00,IT Support Specialists
IT Support Specialist,IT Hardware Support Technician,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Engineer - Level 2,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Telecommunications,15-1232.00,IT Support Specialists
IT Support Specialist,IT User Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Help Desk Support Specialist - Remote,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Contracting,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Officer - Australian Location,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Night Hours,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Technician - Onsite,15-1232.00,IT Support Specialists
IT Support Specialist,IT Help Desk Specialist - Level 1,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist (Remote Hybrid),15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Security Clearance,15-1232.00,IT Support Specialists
IT Support Specialist,IT Technical Support Officer,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - California,15-1232.00,IT Support Specialists
IT Support Specialist,IT Tech Support Specialist,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Denver,15-1232.00,IT Support Specialists
IT Support Specialist,IT Software Support Technician,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Entry Level,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Full Time,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Healthcare Sector,15-1232.00,IT Support Specialists
IT Support Specialist,IT Help Desk Technician - Level 2,15-1232.00,IT Support Specialists
IT Support Specialist,IT Customer Support Technician,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Public Sector,15-1232.00,IT Support Specialists
IT Support Specialist,IT Support Specialist - Contract to Hire,15-1232.00,IT Support Specialists
SEO Specialist,Senior SEO Specialist,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist - Remote,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist (Contract),13-1161.00,Marketing Analysts
SEO Specialist,Junior SEO Specialist,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist & Analyst,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist - NYC,13-1161.00,Marketing Analysts
SEO Specialist,SEO Marketing Specialist,13-1161.00,Marketing Analysts
SEO Specialist,"SEO Specialist, E-commerce",13-1161.00,Marketing Analysts
SEO Specialist,SEO & Content Specialist,13-1161.00,Marketing Analysts
SEO Specialist,Technical SEO Specialist,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist (Freelance),13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist - Healthcare,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist - B2B,13-1161.00,Marketing Analysts
SEO Specialist,Local SEO Specialist,13-1161.00,Marketing Analysts
SEO Specialist,SEO Digital Marketing Specialist,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist with PPC Experience,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist - Start-up,13-1161.00,Marketing Analysts
SEO Specialist,SEO Team Specialist,13-1161.00,Marketing Analysts
SEO Specialist,SEO/SEM Specialist,13-1161.00,Marketing Analysts
SEO Specialist,Entry Level SEO Specialist,13-1161.00,Marketing Analysts
SEO Specialist,SEO Analyst & Specialist,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist - Finance Sector,13-1161.00,Marketing Analysts
SEO Specialist,SEO Performance Specialist,13-1161.00,Marketing Analysts
SEO Specialist,Global SEO Specialist,13-1161.00,Marketing Analysts
SEO Specialist,Affiliate SEO Specialist,13-1161.00,Marketing Analysts
SEO Specialist,SEO Specialist - SaaS,13-1161.00,Marketing Analysts
SEO Specialist,SEO Optimization Specialist,13-1161.00,Marketing Analysts
